RMSprop using custom implementation
nsamples=512, batch_size=64, epoch=100, lr=0.02
initial Wa=0.10000000149011612, Wb=1.7999999523162842
updates=611, Epoch=76, minibatch=2, loss=0.00083, Wa=1.2613, Wb=1.2309
updates=612, Epoch=76, minibatch=3, loss=0.00084, Wa=1.2616, Wb=1.2317
updates=613, Epoch=76, minibatch=4, loss=0.00070, Wa=1.2613, Wb=1.2330
updates=614, Epoch=76, minibatch=5, loss=0.00083, Wa=1.2614, Wb=1.2319
updates=615, Epoch=76, minibatch=6, loss=0.00104, Wa=1.2614, Wb=1.2323
updates=616, Epoch=76, minibatch=7, loss=0.00093, Wa=1.2614, Wb=1.2318
updates=617, Epoch=77, minibatch=0, loss=0.00081, Wa=1.2611, Wb=1.2336
updates=618, Epoch=77, minibatch=1, loss=0.00089, Wa=1.2606, Wb=1.2323
updates=619, Epoch=77, minibatch=2, loss=0.00091, Wa=1.2607, Wb=1.2320
updates=620, Epoch=77, minibatch=3, loss=0.00080, Wa=1.2609, Wb=1.2321
updates=621, Epoch=77, minibatch=4, loss=0.00092, Wa=1.2610, Wb=1.2329
updates=622, Epoch=77, minibatch=5, loss=0.00095, Wa=1.2609, Wb=1.2356
updates=623, Epoch=77, minibatch=6, loss=0.00098, Wa=1.2607, Wb=1.2345
updates=624, Epoch=77, minibatch=7, loss=0.00085, Wa=1.2610, Wb=1.2305
updates=625, Epoch=78, minibatch=0, loss=0.00067, Wa=1.2613, Wb=1.2327
updates=626, Epoch=78, minibatch=1, loss=0.00091, Wa=1.2615, Wb=1.2330
updates=627, Epoch=78, minibatch=2, loss=0.00100, Wa=1.2615, Wb=1.2326
updates=628, Epoch=78, minibatch=3, loss=0.00064, Wa=1.2612, Wb=1.2319
updates=629, Epoch=78, minibatch=4, loss=0.00087, Wa=1.2612, Wb=1.2335
updates=630, Epoch=78, minibatch=5, loss=0.00109, Wa=1.2611, Wb=1.2353
updates=631, Epoch=78, minibatch=6, loss=0.00090, Wa=1.2605, Wb=1.2337
updates=632, Epoch=78, minibatch=7, loss=0.00099, Wa=1.2607, Wb=1.2323
updates=633, Epoch=79, minibatch=0, loss=0.00082, Wa=1.2613, Wb=1.2311
updates=634, Epoch=79, minibatch=1, loss=0.00085, Wa=1.2611, Wb=1.2313
updates=635, Epoch=79, minibatch=2, loss=0.00091, Wa=1.2614, Wb=1.2341
updates=636, Epoch=79, minibatch=3, loss=0.00099, Wa=1.2614, Wb=1.2333
updates=637, Epoch=79, minibatch=4, loss=0.00086, Wa=1.2615, Wb=1.2315
updates=638, Epoch=79, minibatch=5, loss=0.00085, Wa=1.2614, Wb=1.2303
updates=639, Epoch=79, minibatch=6, loss=0.00087, Wa=1.2616, Wb=1.2321
updates=640, Epoch=79, minibatch=7, loss=0.00093, Wa=1.2615, Wb=1.2318
updates=641, Epoch=80, minibatch=0, loss=0.00082, Wa=1.2611, Wb=1.2321
updates=642, Epoch=80, minibatch=1, loss=0.00090, Wa=1.2612, Wb=1.2327
updates=643, Epoch=80, minibatch=2, loss=0.00091, Wa=1.2612, Wb=1.2325
updates=644, Epoch=80, minibatch=3, loss=0.00081, Wa=1.2612, Wb=1.2316
updates=645, Epoch=80, minibatch=4, loss=0.00089, Wa=1.2613, Wb=1.2311
updates=646, Epoch=80, minibatch=5, loss=0.00093, Wa=1.2612, Wb=1.2312
updates=647, Epoch=80, minibatch=6, loss=0.00096, Wa=1.2607, Wb=1.2304
updates=648, Epoch=80, minibatch=7, loss=0.00084, Wa=1.2610, Wb=1.2341
updates=649, Epoch=81, minibatch=0, loss=0.00085, Wa=1.2612, Wb=1.2335
updates=650, Epoch=81, minibatch=1, loss=0.00083, Wa=1.2616, Wb=1.2355
updates=651, Epoch=81, minibatch=2, loss=0.00104, Wa=1.2614, Wb=1.2338
updates=652, Epoch=81, minibatch=3, loss=0.00090, Wa=1.2611, Wb=1.2322
updates=653, Epoch=81, minibatch=4, loss=0.00088, Wa=1.2609, Wb=1.2337
updates=654, Epoch=81, minibatch=5, loss=0.00094, Wa=1.2607, Wb=1.2313
updates=655, Epoch=81, minibatch=6, loss=0.00086, Wa=1.2613, Wb=1.2289
updates=656, Epoch=81, minibatch=7, loss=0.00080, Wa=1.2613, Wb=1.2306
updates=657, Epoch=82, minibatch=0, loss=0.00088, Wa=1.2612, Wb=1.2335
updates=658, Epoch=82, minibatch=1, loss=0.00077, Wa=1.2609, Wb=1.2336
updates=659, Epoch=82, minibatch=2, loss=0.00086, Wa=1.2609, Wb=1.2317
updates=660, Epoch=82, minibatch=3, loss=0.00107, Wa=1.2613, Wb=1.2323
updates=661, Epoch=82, minibatch=4, loss=0.00083, Wa=1.2615, Wb=1.2318
updates=662, Epoch=82, minibatch=5, loss=0.00091, Wa=1.2615, Wb=1.2306
updates=663, Epoch=82, minibatch=6, loss=0.00084, Wa=1.2613, Wb=1.2329
updates=664, Epoch=82, minibatch=7, loss=0.00091, Wa=1.2613, Wb=1.2330
updates=665, Epoch=83, minibatch=0, loss=0.00102, Wa=1.2611, Wb=1.2335
updates=666, Epoch=83, minibatch=1, loss=0.00081, Wa=1.2608, Wb=1.2321
updates=667, Epoch=83, minibatch=2, loss=0.00073, Wa=1.2609, Wb=1.2312
updates=668, Epoch=83, minibatch=3, loss=0.00076, Wa=1.2609, Wb=1.2316
updates=669, Epoch=83, minibatch=4, loss=0.00099, Wa=1.2609, Wb=1.2333
updates=670, Epoch=83, minibatch=5, loss=0.00096, Wa=1.2617, Wb=1.2338
updates=671, Epoch=83, minibatch=6, loss=0.00081, Wa=1.2616, Wb=1.2353
updates=672, Epoch=83, minibatch=7, loss=0.00099, Wa=1.2615, Wb=1.2329
updates=673, Epoch=84, minibatch=0, loss=0.00073, Wa=1.2611, Wb=1.2320
updates=674, Epoch=84, minibatch=1, loss=0.00080, Wa=1.2608, Wb=1.2345
updates=675, Epoch=84, minibatch=2, loss=0.00077, Wa=1.2606, Wb=1.2331
updates=676, Epoch=84, minibatch=3, loss=0.00089, Wa=1.2605, Wb=1.2325
updates=677, Epoch=84, minibatch=4, loss=0.00095, Wa=1.2609, Wb=1.2313
updates=678, Epoch=84, minibatch=5, loss=0.00089, Wa=1.2606, Wb=1.2315
updates=679, Epoch=84, minibatch=6, loss=0.00085, Wa=1.2606, Wb=1.2300
updates=680, Epoch=84, minibatch=7, loss=0.00119, Wa=1.2610, Wb=1.2324
updates=681, Epoch=85, minibatch=0, loss=0.00092, Wa=1.2615, Wb=1.2334
updates=682, Epoch=85, minibatch=1, loss=0.00105, Wa=1.2612, Wb=1.2302
updates=683, Epoch=85, minibatch=2, loss=0.00075, Wa=1.2617, Wb=1.2330
updates=684, Epoch=85, minibatch=3, loss=0.00102, Wa=1.2622, Wb=1.2334
updates=685, Epoch=85, minibatch=4, loss=0.00085, Wa=1.2615, Wb=1.2330
updates=686, Epoch=85, minibatch=5, loss=0.00077, Wa=1.2617, Wb=1.2323
updates=687, Epoch=85, minibatch=6, loss=0.00085, Wa=1.2618, Wb=1.2328
updates=688, Epoch=85, minibatch=7, loss=0.00088, Wa=1.2612, Wb=1.2336
updates=689, Epoch=86, minibatch=0, loss=0.00089, Wa=1.2610, Wb=1.2320
updates=690, Epoch=86, minibatch=1, loss=0.00083, Wa=1.2615, Wb=1.2326
updates=691, Epoch=86, minibatch=2, loss=0.00096, Wa=1.2614, Wb=1.2320
updates=692, Epoch=86, minibatch=3, loss=0.00090, Wa=1.2612, Wb=1.2311
updates=693, Epoch=86, minibatch=4, loss=0.00084, Wa=1.2609, Wb=1.2296
updates=694, Epoch=86, minibatch=5, loss=0.00074, Wa=1.2606, Wb=1.2319
updates=695, Epoch=86, minibatch=6, loss=0.00098, Wa=1.2605, Wb=1.2334
updates=696, Epoch=86, minibatch=7, loss=0.00093, Wa=1.2611, Wb=1.2350
updates=697, Epoch=87, minibatch=0, loss=0.00094, Wa=1.2612, Wb=1.2329
updates=698, Epoch=87, minibatch=1, loss=0.00098, Wa=1.2615, Wb=1.2325
updates=699, Epoch=87, minibatch=2, loss=0.00096, Wa=1.2614, Wb=1.2305
updates=700, Epoch=87, minibatch=3, loss=0.00070, Wa=1.2614, Wb=1.2328
updates=701, Epoch=87, minibatch=4, loss=0.00087, Wa=1.2616, Wb=1.2349
updates=702, Epoch=87, minibatch=5, loss=0.00077, Wa=1.2610, Wb=1.2370
updates=703, Epoch=87, minibatch=6, loss=0.00095, Wa=1.2609, Wb=1.2336
updates=704, Epoch=87, minibatch=7, loss=0.00092, Wa=1.2607, Wb=1.2302
updates=705, Epoch=88, minibatch=0, loss=0.00093, Wa=1.2609, Wb=1.2311
updates=706, Epoch=88, minibatch=1, loss=0.00093, Wa=1.2604, Wb=1.2301
updates=707, Epoch=88, minibatch=2, loss=0.00084, Wa=1.2605, Wb=1.2311
updates=708, Epoch=88, minibatch=3, loss=0.00083, Wa=1.2605, Wb=1.2320
updates=709, Epoch=88, minibatch=4, loss=0.00086, Wa=1.2606, Wb=1.2321
updates=710, Epoch=88, minibatch=5, loss=0.00083, Wa=1.2607, Wb=1.2318
updates=711, Epoch=88, minibatch=6, loss=0.00093, Wa=1.2610, Wb=1.2340
updates=712, Epoch=88, minibatch=7, loss=0.00092, Wa=1.2615, Wb=1.2322
updates=713, Epoch=89, minibatch=0, loss=0.00085, Wa=1.2615, Wb=1.2337
updates=714, Epoch=89, minibatch=1, loss=0.00089, Wa=1.2612, Wb=1.2336
updates=715, Epoch=89, minibatch=2, loss=0.00084, Wa=1.2609, Wb=1.2302
updates=716, Epoch=89, minibatch=3, loss=0.00106, Wa=1.2611, Wb=1.2313
updates=717, Epoch=89, minibatch=4, loss=0.00084, Wa=1.2611, Wb=1.2355
updates=718, Epoch=89, minibatch=5, loss=0.00094, Wa=1.2610, Wb=1.2328
updates=719, Epoch=89, minibatch=6, loss=0.00079, Wa=1.2611, Wb=1.2340
updates=720, Epoch=89, minibatch=7, loss=0.00090, Wa=1.2612, Wb=1.2330
updates=721, Epoch=90, minibatch=0, loss=0.00103, Wa=1.2614, Wb=1.2322
updates=722, Epoch=90, minibatch=1, loss=0.00086, Wa=1.2613, Wb=1.2329
updates=723, Epoch=90, minibatch=2, loss=0.00080, Wa=1.2613, Wb=1.2333
updates=724, Epoch=90, minibatch=3, loss=0.00104, Wa=1.2607, Wb=1.2327
updates=725, Epoch=90, minibatch=4, loss=0.00077, Wa=1.2603, Wb=1.2300
updates=726, Epoch=90, minibatch=5, loss=0.00085, Wa=1.2605, Wb=1.2317
updates=727, Epoch=90, minibatch=6, loss=0.00079, Wa=1.2605, Wb=1.2313
updates=728, Epoch=90, minibatch=7, loss=0.00094, Wa=1.2607, Wb=1.2316
updates=729, Epoch=91, minibatch=0, loss=0.00080, Wa=1.2617, Wb=1.2341
updates=730, Epoch=91, minibatch=1, loss=0.00097, Wa=1.2617, Wb=1.2337
updates=731, Epoch=91, minibatch=2, loss=0.00090, Wa=1.2625, Wb=1.2339
updates=732, Epoch=91, minibatch=3, loss=0.00089, Wa=1.2625, Wb=1.2317
updates=733, Epoch=91, minibatch=4, loss=0.00090, Wa=1.2621, Wb=1.2344
updates=734, Epoch=91, minibatch=5, loss=0.00073, Wa=1.2621, Wb=1.2324
updates=735, Epoch=91, minibatch=6, loss=0.00088, Wa=1.2625, Wb=1.2305
updates=736, Epoch=91, minibatch=7, loss=0.00103, Wa=1.2622, Wb=1.2329
updates=737, Epoch=92, minibatch=0, loss=0.00102, Wa=1.2608, Wb=1.2310
updates=738, Epoch=92, minibatch=1, loss=0.00092, Wa=1.2605, Wb=1.2285
updates=739, Epoch=92, minibatch=2, loss=0.00100, Wa=1.2605, Wb=1.2292
updates=740, Epoch=92, minibatch=3, loss=0.00079, Wa=1.2615, Wb=1.2308
updates=741, Epoch=92, minibatch=4, loss=0.00082, Wa=1.2606, Wb=1.2304
updates=742, Epoch=92, minibatch=5, loss=0.00091, Wa=1.2609, Wb=1.2328
updates=743, Epoch=92, minibatch=6, loss=0.00078, Wa=1.2609, Wb=1.2333
updates=744, Epoch=92, minibatch=7, loss=0.00083, Wa=1.2611, Wb=1.2334
updates=745, Epoch=93, minibatch=0, loss=0.00099, Wa=1.2615, Wb=1.2352
updates=746, Epoch=93, minibatch=1, loss=0.00082, Wa=1.2618, Wb=1.2356
updates=747, Epoch=93, minibatch=2, loss=0.00086, Wa=1.2610, Wb=1.2336
updates=748, Epoch=93, minibatch=3, loss=0.00082, Wa=1.2606, Wb=1.2310
updates=749, Epoch=93, minibatch=4, loss=0.00084, Wa=1.2613, Wb=1.2330
updates=750, Epoch=93, minibatch=5, loss=0.00084, Wa=1.2614, Wb=1.2315
updates=751, Epoch=93, minibatch=6, loss=0.00094, Wa=1.2614, Wb=1.2329
updates=752, Epoch=93, minibatch=7, loss=0.00097, Wa=1.2613, Wb=1.2330
updates=753, Epoch=94, minibatch=0, loss=0.00092, Wa=1.2613, Wb=1.2327
updates=754, Epoch=94, minibatch=1, loss=0.00082, Wa=1.2622, Wb=1.2322
updates=755, Epoch=94, minibatch=2, loss=0.00094, Wa=1.2621, Wb=1.2312
updates=756, Epoch=94, minibatch=3, loss=0.00087, Wa=1.2620, Wb=1.2322
updates=757, Epoch=94, minibatch=4, loss=0.00081, Wa=1.2592, Wb=1.2301
updates=758, Epoch=94, minibatch=5, loss=0.00114, Wa=1.2601, Wb=1.2327
updates=759, Epoch=94, minibatch=6, loss=0.00084, Wa=1.2604, Wb=1.2306
updates=760, Epoch=94, minibatch=7, loss=0.00076, Wa=1.2596, Wb=1.2322
updates=761, Epoch=95, minibatch=0, loss=0.00076, Wa=1.2599, Wb=1.2355
updates=762, Epoch=95, minibatch=1, loss=0.00095, Wa=1.2595, Wb=1.2320
updates=763, Epoch=95, minibatch=2, loss=0.00074, Wa=1.2594, Wb=1.2331
updates=764, Epoch=95, minibatch=3, loss=0.00103, Wa=1.2597, Wb=1.2308
updates=765, Epoch=95, minibatch=4, loss=0.00080, Wa=1.2602, Wb=1.2332
updates=766, Epoch=95, minibatch=5, loss=0.00086, Wa=1.2605, Wb=1.2349
updates=767, Epoch=95, minibatch=6, loss=0.00097, Wa=1.2618, Wb=1.2359
updates=768, Epoch=95, minibatch=7, loss=0.00103, Wa=1.2607, Wb=1.2336
updates=769, Epoch=96, minibatch=0, loss=0.00078, Wa=1.2606, Wb=1.2333
updates=770, Epoch=96, minibatch=1, loss=0.00092, Wa=1.2611, Wb=1.2332
updates=771, Epoch=96, minibatch=2, loss=0.00088, Wa=1.2612, Wb=1.2316
updates=772, Epoch=96, minibatch=3, loss=0.00083, Wa=1.2608, Wb=1.2325
updates=773, Epoch=96, minibatch=4, loss=0.00079, Wa=1.2614, Wb=1.2352
updates=774, Epoch=96, minibatch=5, loss=0.00082, Wa=1.2604, Wb=1.2333
updates=775, Epoch=96, minibatch=6, loss=0.00111, Wa=1.2600, Wb=1.2334
updates=776, Epoch=96, minibatch=7, loss=0.00099, Wa=1.2600, Wb=1.2297
updates=777, Epoch=97, minibatch=0, loss=0.00086, Wa=1.2613, Wb=1.2331
updates=778, Epoch=97, minibatch=1, loss=0.00094, Wa=1.2609, Wb=1.2315
updates=779, Epoch=97, minibatch=2, loss=0.00076, Wa=1.2606, Wb=1.2335
updates=780, Epoch=97, minibatch=3, loss=0.00090, Wa=1.2611, Wb=1.2328
updates=781, Epoch=97, minibatch=4, loss=0.00091, Wa=1.2606, Wb=1.2333
updates=782, Epoch=97, minibatch=5, loss=0.00078, Wa=1.2611, Wb=1.2329
updates=783, Epoch=97, minibatch=6, loss=0.00092, Wa=1.2609, Wb=1.2324
updates=784, Epoch=97, minibatch=7, loss=0.00099, Wa=1.2612, Wb=1.2337
updates=785, Epoch=98, minibatch=0, loss=0.00083, Wa=1.2615, Wb=1.2320
updates=786, Epoch=98, minibatch=1, loss=0.00099, Wa=1.2615, Wb=1.2323
updates=787, Epoch=98, minibatch=2, loss=0.00084, Wa=1.2612, Wb=1.2330
updates=788, Epoch=98, minibatch=3, loss=0.00084, Wa=1.2618, Wb=1.2348
updates=789, Epoch=98, minibatch=4, loss=0.00086, Wa=1.2625, Wb=1.2345
updates=790, Epoch=98, minibatch=5, loss=0.00094, Wa=1.2617, Wb=1.2347
updates=791, Epoch=98, minibatch=6, loss=0.00092, Wa=1.2614, Wb=1.2292
updates=792, Epoch=98, minibatch=7, loss=0.00088, Wa=1.2608, Wb=1.2318
updates=793, Epoch=99, minibatch=0, loss=0.00103, Wa=1.2608, Wb=1.2306
updates=794, Epoch=99, minibatch=1, loss=0.00104, Wa=1.2609, Wb=1.2316
updates=795, Epoch=99, minibatch=2, loss=0.00084, Wa=1.2621, Wb=1.2340
updates=796, Epoch=99, minibatch=3, loss=0.00072, Wa=1.2617, Wb=1.2302
updates=797, Epoch=99, minibatch=4, loss=0.00078, Wa=1.2618, Wb=1.2296
updates=798, Epoch=99, minibatch=5, loss=0.00073, Wa=1.2615, Wb=1.2317
updates=799, Epoch=99, minibatch=6, loss=0.00103, Wa=1.2615, Wb=1.2328
updates=800, Epoch=99, minibatch=7, loss=0.00094, Wa=1.2608, Wb=1.2333
The ground truth is A=1.2618, B=1.2344
Manually implemented gradient+optimizer result: Final estimated Wa=1.2608, Wb=1.2325
